基金代码,基金名称,基金类型,基金经理,今日净值,昨日净值,累计净值,今日涨跌幅,过去一月涨跌幅,过去三月涨跌幅,过去六月涨跌幅,过去一年涨跌幅,过去三年涨跌幅,成立以来涨跌幅
001617,天弘中证电子ETF联接A,联接基金,张子法,1.1523,1.1581,1.1581,-0.50%,5.06%,-15.68%,19.18%,50.27%,33.19%,15.81%
001618,天弘中证电子ETF联接C,联接基金,张子法,1.1351,1.1447,1.1447,-0.84%,5.05%,-15.71%,19.07%,49.99%,32.32%,14.47%
001619,兴银汇福定开债,定开债券,洪木妹,1.0677,1.0676,1.0676,0.01%,-0.35%,1.59%,3.76%,6.30%,--,6.76%
001620,嘉实新机遇混合发起式,混合型,王茜,--,--,--, ,0.29%,0.19%,-6.65%,-7.22%,3.13%,5.30%
001623,兴业国企改革混合,混合型,刘方旭,1.5447,1.537,1.537,0.50%,4.77%,2.40%,9.79%,28.08%,44.59%,53.70%
001626,国泰央企改革股票,股票型,饶玉涵,1.5554,1.554,1.554,0.09%,3.19%,-2.02%,18.90%,43.49%,47.02%,55.40%
001628,招商体育文化休闲股票,股票型,李佳存,1.0402,1.04,1.04,0.01%,1.07%,0.10%,11.35%,30.82%,39.41%,4.00%
001629,天弘中证计算机ETF联接A,联接基金,张子法,0.8263,0.8253,0.8253,0.12%,-0.90%,-14.54%,15.06%,21.60%,31.27%,-17.47%
001630,天弘中证计算机ETF联接C,联接基金,张子法,0.8174,0.8164,0.8164,0.12%,-0.91%,-14.58%,14.94%,21.36%,30.42%,-18.36%
001631,天弘中证食品饮料指数A,股票指数,沙川,2.1311,2.1327,2.2108,-0.08%,7.75%,17.09%,17.14%,32.85%,96.54%,124.46%
001632,天弘中证食品饮料指数C,股票指数,沙川,2.1082,2.1098,2.1874,-0.08%,7.73%,17.04%,17.03%,32.59%,95.27%,122.06%
001633,万家瑞祥混合A,混合型,苏谋东,1.0273,1.0268,1.1878,0.05%,-0.04%,0.19%,4.28%,9.01%,17.63%,20.01%
001634,万家瑞祥混合C,混合型,苏谋东,1.0256,1.0251,1.18,0.05%,-0.06%,0.14%,4.18%,8.77%,16.90%,19.14%
001635,万家瑞益灵活配置混合A,混合型,李文宾,1.4086,1.402,1.402,0.47%,-0.10%,-1.63%,1.37%,8.13%,23.33%,40.20%
001636,万家瑞益灵活配置混合C,混合型,李文宾,1.3703,1.3641,1.3641,0.45%,-0.12%,-1.69%,1.29%,7.88%,21.39%,36.41%
001637,嘉实腾讯自选股大数据策略股票,股票型,刘斌,1.2277,1.224,1.224,0.30%,0.66%,-5.77%,12.92%,23.76%,24.26%,22.40%
001638,前海开源优势蓝筹股票C,股票型,吴国清,1.408,1.404,1.404,0.28%,-0.07%,-6.52%,11.52%,36.84%,32.45%,40.40%
001641,富国绝对收益多策略混合A,混合型,于鹏,1.291,1.291,1.291,0.00%,1.10%,3.69%,7.67%,14.96%,25.71%,29.10%
001643,汇丰晋信智造先锋股票A,股票型,陆彬,1.478,1.4959,1.4959,-1.19%,14.44%,-11.33%,35.52%,64.53%,66.54%,49.55%
001644,汇丰晋信智造先锋股票C,股票型,陆彬,1.4602,1.4629,1.4629,-0.19%,14.39%,-11.44%,35.20%,63.82%,64.11%,46.25%
001645,国泰大健康股票,股票型,徐治彪,2.5989,2.778,2.778,-0.47%,6.11%,4.48%,42.24%,83.61%,104.11%,177.80%
001648,工银新价值灵活配置混合,混合型,游凛峰,0.9857,0.98,0.98,0.58%,2.19%,0.10%,5.95%,11.74%,-2.10%,-2.00%
001650,工银丰收回报灵活配置混合A,混合型,何秀红,1.3002,1.299,1.299,0.09%,0.46%,0.00%,7.27%,13.15%,27.35%,29.90%
001651,工银新蓝筹股票,股票型,王筱苓,1.6484,1.64,1.64,0.51%,3.67%,2.50%,8.83%,22.02%,38.75%,64.00%
001654,国联安添鑫灵活配置混合C,混合型,薛琳,1.2711,1.2668,1.3168,0.34%,3.52%,4.83%,14.27%,42.03%,33.35%,33.05%
001656,农银中国优势灵活配置混合,混合型,赵伟,1.3132,1.318,1.318,-0.36%,12.01%,0.54%,24.91%,44.45%,--,31.80%
001657,长安鑫富领先混合,混合型,林忠晶,2.1084,2.103,2.103,0.25%,2.94%,5.47%,25.85%,42.67%,89.63%,110.30%
001659,富安达新动力混合,混合型,毛矛,1.5534,1.5578,1.5578,-0.28%,3.57%,-6.82%,12.77%,23.85%,45.22%,55.78%
001660,富安达行业轮动混合,混合型,毛矛,1.0672,1.065,1.065,0.21%,3.50%,-3.79%,-0.75%,7.79%,--,6.50%
001661,博时信用债纯债债券C,债券型,陈凯杨,1.0583,1.0582,1.2891,0.01%,-0.57%,0.88%,2.94%,6.23%,15.35%,22.38%
001662,创金合信沪港深精选混合,混合型,胡尧盛,1.2418,1.242,1.242,-0.02%,0.81%,-3.50%,17.17%,22.97%,18.17%,24.20%
001663,中银互联网+股票,股票型,欧阳力君,1.1174,1.12,1.12,-0.24%,2.19%,-12.84%,8.42%,27.85%,26.70%,12.00%
001664,平安鑫安混合A,混合型,张文平,1.1147,1.1139,1.1139,0.07%,0.39%,-4.06%,3.09%,4.71%,11.28%,11.39%
001665,平安鑫安混合C,混合型,张文平,1.095,1.0943,1.0943,0.07%,0.36%,-4.15%,2.90%,4.28%,9.87%,9.43%
001667,南方转型混合,混合型,林乐峰,1.1173,1.116,1.116,0.12%,2.57%,0.63%,15.77%,43.08%,27.40%,11.60%
001668,汇添富全球互联混合,QDII,杨瑨,2.085,2.057,2.057,1.36%,10.12%,8.38%,19.11%,37.04%,74.47%,106.53%
001672,国寿安保智慧生活股票,股票型,张琦,1.2424,1.251,1.401,-0.69%,8.69%,-7.26%,14.77%,30.86%,24.65%,41.43%
001675,江信同福A,混合型,王安良,1.0026,0.998,1.0365,0.46%,-0.14%,-3.96%,-2.20%,8.37%,-1.10%,3.65%
001676,江信同福C,混合型,王安良,0.9798,0.9753,1.0088,0.46%,-0.17%,-4.08%,-2.51%,7.83%,-2.93%,0.80%
001677,中银战略新兴产业股票,股票型,钱亚风云,1.7515,1.751,1.751,0.03%,4.79%,7.36%,14.30%,42.94%,61.53%,75.10%
001678,英大国企改革主题股票,股票型,张媛,1.2059,1.1919,1.1919,1.18%,2.01%,-5.96%,2.78%,7.43%,--,19.19%
001679,前海开源中国稀缺资产混合A,混合型,曲扬,1.8124,1.814,1.814,-0.09%,7.15%,10.07%,33.09%,55.31%,116.99%,81.40%
001681,新华积极价值灵活配置混合,混合型,王永明,1.3241,1.321,1.321,0.24%,7.05%,-0.83%,10.92%,26.90%,48.76%,32.10%
001682,新华鑫回报混合,混合型,姚秋,1.26,1.256,1.366,0.32%,2.78%,1.29%,10.86%,31.93%,23.99%,39.24%
001683,华夏新经济混合,混合型,彭海伟,--,--,--, ,0.00%,-0.93%,-11.34%,-13.90%,-4.12%,-4.60%
001685,汇添富沪港深新价值股票,股票型,杨威风,1.1678,1.171,1.171,-0.27%,3.72%,1.65%,9.44%,14.02%,0.17%,17.10%
001686,安信新动力混合A,混合型,庄园,1.2023,1.1968,1.2908,0.46%,0.10%,-0.23%,2.13%,10.95%,21.99%,30.52%
001687,安信新动力混合C,混合型,庄园,1.1893,1.1838,1.2678,0.46%,0.07%,-0.33%,1.93%,10.51%,20.48%,27.96%
001688,嘉实新起点混合A,混合型,王茜,1.1562,1.154,1.154,0.19%,1.32%,0.09%,4.25%,6.56%,12.59%,15.40%
001691,南方香港成长(QDII),QDII,黄亮,1.465,1.46,1.46,0.34%,13.97%,15.97%,33.33%,58.87%,58.70%,46.00%
001692,南方国策动力,股票型,罗安安,1.574,1.572,1.602,0.12%,3.22%,-3.26%,18.64%,54.27%,51.59%,61.02%
001693,招商招利1个月期理财债券C,债券型,向霈,1.0073,1.0072,1.0072,0.01%,0.04%,--,--,--,--,0.72%
001694,华安沪港深外延增长混合,混合型,崔莹,2.2868,2.287,2.362,-0.01%,0.13%,-7.93%,20.24%,57.51%,91.26%,140.41%
001695,泓德泓业混合,混合型,李倩,1.5026,1.503,1.613,-0.03%,6.44%,2.87%,15.44%,33.84%,50.64%,65.85%
001696,南方智造股票,股票型,应帅,1.2887,1.287,1.432,0.13%,4.63%,0.39%,25.53%,61.49%,--,45.18%
001701,中融产业升级混合,混合型,甘传琦,1.6089,1.599,1.599,0.62%,6.67%,-3.09%,38.08%,57.38%,77.27%,59.90%
001702,东方创新科技混合,混合型,蒋茜,1.2342,1.2388,1.2388,-0.37%,6.14%,-10.24%,30.29%,59.85%,43.56%,23.88%
001703,银华沪港深增长股票,股票型,周大鹏,1.7318,1.72,1.79,0.68%,5.39%,-2.55%,8.11%,25.64%,58.09%,83.02%
001704,国投瑞银进宝灵活配置混合,混合型,徐栋,1.5533,1.553,1.578,0.02%,2.88%,-9.93%,20.95%,61.33%,56.35%,59.16%
001705,泓德战略转型股票,股票型,秦毅,1.3615,1.361,1.561,0.04%,8.27%,4.05%,18.45%,42.51%,43.38%,62.73%
001706,诺安积极回报混合,混合型,宋德舜,1.3724,1.366,1.366,0.47%,1.04%,-4.68%,1.34%,11.60%,36.33%,36.60%
001707,诺安高端制造股票,股票型,史高飞,1.0854,1.086,1.086,-0.05%,-0.46%,-12.21%,-3.38%,-1.18%,--,8.60%
001708,东兴改革精选混合,混合型,孙继青,0.9769,0.971,0.971,0.61%,2.32%,-3.19%,3.19%,11.10%,9.10%,-2.90%
001709,华富物联世界灵活配置混合,混合型,陈奇,1.3325,1.328,1.328,0.34%,4.40%,-9.04%,28.56%,34.69%,27.20%,32.80%
001710,安信新趋势混合A,混合型,张翼飞,1.0583,1.058,1.226,0.03%,-0.56%,0.47%,3.42%,8.34%,22.02%,24.34%
001711,安信新趋势混合C,混合型,张翼飞,1.0571,1.057,1.217,0.01%,-0.66%,0.38%,3.22%,8.14%,21.12%,23.30%
001712,东方红优势精选混合,混合型,刚登峰,1.6382,1.631,1.631,0.44%,0.93%,-9.79%,7.37%,26.93%,40.12%,63.10%
001714,工银文体产业股票,股票型,袁芳,2.0944,2.093,2.282,0.07%,6.51%,-0.48%,22.25%,50.87%,95.83%,136.56%
001715,工银新焦点混合A,混合型,李昱,1.4428,1.44,1.44,0.20%,3.30%,1.55%,21.01%,43.86%,44.43%,44.00%
001716,工银新趋势灵活配置混合A,混合型,何肖颉,1.6912,1.697,1.697,-0.34%,4.75%,6.40%,34.04%,39.56%,61.62%,69.70%
001717,工银前沿医疗股票,股票型,赵蓓,2.7962,2.807,2.807,-0.39%,6.49%,18.34%,45.52%,93.45%,134.31%,180.70%
001718,工银物流产业股票,股票型,张宇帆,1.7078,1.699,1.699,0.52%,-0.93%,-15.72%,6.79%,29.30%,43.86%,69.90%
001719,工银国家战略股票,股票型,陈小鹭,1.321,1.318,1.318,0.22%,-2.01%,-10.95%,13.62%,34.08%,46.61%,31.80%
001720,工银新增利混合,混合型,张洋,1.1335,1.132,1.185,0.13%,-0.18%,-0.01%,3.94%,8.01%,18.14%,18.49%
001721,工银新增益混合,混合型,李敏,1.0941,1.094,1.094,0.01%,0.00%,0.28%,0.83%,2.05%,6.32%,9.40%
001722,工银银和利混合,混合型,何秀红,1.1681,1.168,1.168,0.01%,-0.34%,0.34%,1.74%,3.18%,13.07%,16.80%
001723,华商新动力灵活配置混合,混合型,陈恒,0.6669,0.668,0.668,-0.17%,1.52%,-10.22%,11.52%,16.78%,-19.61%,-33.20%
001724,申万菱信多策略灵活配置混合C,混合型,唐俊杰,1.0007,0.996,1.102,0.48%,-0.10%,-3.68%,-1.48%,0.10%,2.44%,7.37%
001725,汇添富高端制造股票,股票型,赵鹏飞,1.5817,1.583,1.583,-0.08%,7.03%,10.24%,9.78%,22.71%,52.07%,58.30%
001726,汇添富新兴消费股票,股票型,刘伟林,1.2234,1.225,1.225,-0.13%,3.46%,-1.29%,11.16%,34.47%,30.74%,22.50%
001727,申万菱信安鑫回报混合C,混合型,唐俊杰,1.2326,1.231,1.287,0.13%,0.82%,1.82%,8.36%,15.15%,19.46%,27.57%
001728,银华战略新兴定开混合,混合型,倪明,--,1.572,1.572, ,5.79%,-3.79%,11.57%,32.55%,64.78%,57.20%
001730,兴银大健康,混合型,张海钧,0.9518,0.95,0.95,0.19%,3.71%,-4.33%,22.90%,34.94%,6.98%,-5.00%
001731,广发百发大数据价值混合A,混合型,赵杰,0.9078,0.905,0.905,0.31%,0.22%,-5.04%,4.62%,7.35%,--,-9.50%
001732,广发百发大数据价值混合E,混合型,赵杰,0.9258,0.923,0.923,0.31%,0.11%,-5.04%,4.53%,8.21%,--,-7.70%
001733,泰达宏利量化股票,股票型,刘洋,0.9878,0.984,0.984,0.39%,1.34%,-4.47%,1.13%,5.58%,1.23%,-1.60%
001734,广发百发大数据成长混合A,混合型,季峰,1.1382,1.134,1.134,0.37%,0.89%,-13.24%,15.13%,32.17%,22.99%,13.40%
001735,广发百发大数据成长混合E,混合型,季峰,1.1336,1.136,1.136,-0.21%,0.89%,-13.22%,15.10%,32.09%,23.08%,13.60%
001736,圆信永丰优加生活,股票型,范妍,1.9171,1.919,1.919,-0.10%,5.32%,1.70%,25.75%,37.86%,51.46%,91.90%
001738,大摩新趋势混合,混合型,缪东航,0.9258,0.9201,0.9201,0.62%,0.43%,-1.35%,1.10%,11.24%,--,-7.99%
001739,中融融安混合二号,混合型,冯琪,1.0913,1.087,1.087,0.40%,0.28%,-0.46%,1.97%,7.52%,7.09%,8.70%
001740,光大中国制造2025混合,混合型,魏晓雪,1.3192,1.324,1.423,-0.36%,6.26%,-17.56%,16.55%,31.48%,33.81%,43.71%
001741,广发百发大数据精选混合A,混合型,赵杰,1.0035,1.004,1.004,-0.05%,2.24%,-4.83%,3.19%,13.96%,3.83%,0.40%
001742,广发百发大数据精选混合E,混合型,赵杰,1.0056,1.003,1.003,0.26%,2.14%,-4.93%,3.08%,13.98%,3.83%,0.30%
001743,诺安优选回报混合,混合型,李玉良,1.0551,1.055,1.305,0.01%,0.00%,0.09%,3.74%,9.26%,31.30%,31.43%
001744,诺安进取回报混合,混合型,裴禹翔,1.0863,1.087,1.115,-0.07%,4.02%,-1.18%,10.02%,21.59%,12.12%,11.67%
001745,易方达瑞富灵活配置混合I,混合型,胡剑,1.1469,1.145,1.235,0.17%,-0.61%,-2.05%,4.19%,12.21%,24.01%,24.25%
001746,易方达瑞富灵活配置混合E,混合型,胡剑,1.1456,1.144,1.234,0.14%,-0.69%,-2.22%,4.00%,11.90%,23.88%,24.13%
001747,易方达瑞祺灵活配置混合I,混合型,韩阅川,1.2576,1.256,1.256,0.12%,0.24%,-1.34%,10.08%,17.16%,--,25.60%
001748,易方达瑞祺灵活配置混合E,混合型,韩阅川,1.2526,1.251,1.251,0.12%,0.32%,-1.26%,10.03%,17.03%,--,25.10%
001749,招商中国机遇股票,股票型,李亚,1.3716,1.367,1.367,0.34%,-0.94%,-0.29%,32.21%,56.23%,--,36.70%
001750,景顺长城景瑞收益债券,债券型,何江波,1.0733,1.0731,1.1201,0.02%,-0.20%,0.76%,2.30%,4.59%,6.35%,12.29%
001751,华商信用增强债券A,债券型,李海宝,0.9022,0.902,0.902,0.02%,0.22%,0.11%,1.01%,4.40%,-13.68%,-9.80%
001752,华商信用增强债券C,债券型,李海宝,0.885,0.885,0.885,0.00%,0.23%,0.00%,0.91%,4.00%,-14.74%,-11.50%
001753,红土创新新兴产业混合,混合型,侯世霞,0.877,0.879,0.879,-0.23%,4.27%,-5.89%,10.84%,17.36%,7.99%,-12.10%
001755,嘉实新思路混合,混合型,曲扬,1.1463,1.145,1.195,0.11%,-0.35%,-0.78%,1.33%,3.34%,14.75%,19.92%
001756,嘉实策略优选混合,混合型,胡永青,1.1358,1.135,1.237,0.07%,0.44%,-1.56%,3.37%,9.98%,21.76%,25.05%
001758,嘉实研究增强混合,混合型,张丹华,1.2125,1.208,1.208,0.37%,3.87%,-1.39%,10.22%,30.03%,17.97%,20.80%
001759,嘉实成长增强混合,混合型,邵秋涛,1.1888,1.19,1.19,-0.10%,8.87%,-6.15%,13.23%,19.96%,19.24%,19.00%
001760,嘉实创新成长混合,混合型,刘美玲,1.0188,1.018,1.018,0.08%,3.35%,-11.17%,12.99%,23.24%,-2.86%,1.80%
001761,广发安宏回报混合A,混合型,王予柯,1.3284,1.328,1.328,0.03%,-0.45%,-0.23%,-1.70%,4.40%,14.98%,32.80%
001762,广发安宏回报混合C,混合型,王予柯,1.2876,1.287,1.287,0.04%,-0.62%,-0.39%,-1.98%,4.04%,14.10%,28.70%
001763,广发多策略混合,混合型,林英睿,1.0281,1.031,1.031,-0.29%,2.79%,2.49%,16.37%,18.37%,15.84%,3.10%
001764,广发沪港深新机遇股票,股票型,余昊,1.1654,1.162,1.299,0.29%,5.54%,0.52%,16.90%,31.30%,15.86%,29.76%
001765,前海开源嘉鑫混合A,混合型,赵雪芹,1.1284,1.127,1.227,0.12%,-0.97%,2.90%,7.76%,14.12%,22.66%,23.02%
001766,上投摩根医疗健康股票,股票型,方钰涵,1.9299,1.933,1.933,-0.16%,7.51%,16.87%,37.48%,83.40%,140.12%,93.30%
001769,易方达瑞惠混合发起式,混合型,肖林,--,--,--, ,0.23%,0.55%,-1.84%,-5.46%,11.68%,28.10%
001770,前海开源嘉鑫混合C,混合型,赵雪芹,1.1203,1.119,1.219,0.12%,-1.06%,2.82%,7.61%,14.00%,21.97%,22.21%
001771,南方量化混合,混合型,肖勇,0.9494,0.949,0.949,0.04%,3.26%,-1.96%,1.50%,5.80%,--,-5.10%
001772,南方消费活力,混合型,蒋秋洁,--,--,--, ,0.00%,0.74%,-5.17%,-5.10%,14.01%,22.90%
001773,招商丰庆混合A,混合型,姚爽,--,--,--, ,0.15%,-0.52%,-1.03%,-0.89%,26.63%,34.10%
001774,招商丰庆混合C,混合型,姚爽,--,--,--, ,--,--,--,--,--,0.00%
001775,鹏华弘泰C,混合型,叶朝明,1.1568,1.1565,1.1565,0.02%,-0.29%,0.74%,1.91%,3.25%,11.34%,15.65%
001776,中欧兴利债券,债券型,赵国英,1.0521,1.052,1.257,0.01%,-0.38%,1.32%,3.44%,6.40%,20.63%,28.41%
001779,中融稳健添利债券,债券型,朱柏蓉,0.972,0.971,0.971,0.10%,-0.21%,-0.21%,6.82%,8.13%,8.86%,-2.90%
001780,诺安改革趋势灵活配置混合,混合型,杨琨,1.2281,1.228,1.228,0.01%,6.69%,-9.24%,20.51%,37.51%,--,22.80%
001781,建信现代服务业股票,股票型,陶灿,1.4078,1.413,1.413,-0.37%,3.97%,0.93%,20.56%,43.60%,36.65%,41.30%
001782,九泰久益混合A,混合型,何昕,1.3483,1.337,1.471,0.85%,-1.69%,1.06%,4.70%,9.41%,43.98%,51.18%
001783,兴银合盈债券A,债券型,陶国峰,1.0206,1.0205,1.0485,0.01%,-1.22%,1.70%,3.81%,4.52%,--,4.88%
001784,兴银合盈债券C,债券型,陶国峰,1.0238,1.0236,1.0466,0.02%,-1.25%,1.61%,3.63%,4.23%,--,4.69%
001785,民生加银岁岁增利债券D,定开债券,胡振仓,--,--,--, ,0.00%,1.21%,1.21%,0.00%,--,0.00%
001789,国泰量化收益灵活配置混合,混合型,梁杏,1.1444,1.143,1.209,0.12%,1.78%,0.18%,4.19%,13.73%,21.54%,21.54%
001790,国泰智能汽车股票,股票型,周伟锋,1.2069,1.209,1.209,-0.18%,4.77%,-10.97%,27.40%,59.29%,--,20.90%
001791,大成绝对收益策略混合A,混合型,黎新平,1.0051,1.005,1.005,0.01%,-0.59%,0.10%,4.15%,8.06%,6.80%,0.50%
001792,大成绝对收益策略混合C,混合型,黎新平,0.9651,0.965,0.965,0.01%,-0.72%,-0.10%,3.65%,7.10%,4.32%,-3.50%
001794,兴银朝阳债券,债券型,李文程,1.0538,1.0536,1.1967,0.02%,-0.45%,1.25%,3.40%,5.98%,19.03%,21.07%
001795,上投摩根文体休闲灵活配置混合,混合型,周战海,1.1322,1.129,1.129,0.28%,-0.35%,-17.65%,16.51%,42.73%,27.86%,12.90%
001796,汇添富安鑫智选混合A,混合型,曾刚,1.2203,1.222,1.43,-0.14%,3.91%,2.66%,12.83%,24.28%,40.11%,46.14%
001797,华融新利灵活配置混合,混合型,范贵龙,0.9353,0.934,0.934,0.14%,-0.21%,-2.20%,-0.32%,2.30%,-5.18%,-6.60%
001798,泰康新回报灵活配置混合A,混合型,陈怡,1.2861,1.2843,1.2843,0.14%,5.89%,-1.79%,14.71%,25.47%,24.50%,28.43%
001799,泰康新回报灵活配置混合C,混合型,陈怡,1.2854,1.2831,1.2831,0.18%,5.85%,-1.89%,14.48%,25.16%,25.08%,28.31%
001800,华安新乐享混合,混合型,蒋璆,1.2679,1.2686,1.2686,-0.06%,-0.73%,-2.16%,3.11%,6.87%,26.99%,26.86%
001801,汇添富达欣混合A,混合型,曾刚,1.1412,1.141,1.196,0.02%,1.78%,3.92%,5.86%,10.14%,17.24%,19.94%
001802,易方达瑞财混合I,混合型,纪玲云,1.1823,1.182,1.272,0.02%,-0.59%,-0.25%,3.23%,7.16%,24.52%,28.88%
001803,易方达瑞财混合E,混合型,纪玲云,1.1712,1.171,1.261,0.02%,-0.68%,-0.34%,3.08%,6.94%,23.76%,27.72%
001806,易方达瑞智灵活配置混合I,混合型,韩阅川,1.1286,1.128,1.128,0.05%,-0.18%,0.80%,4.93%,12.02%,--,12.80%
001807,易方达瑞智灵活配置混合E,混合型,韩阅川,1.1114,1.111,1.111,0.03%,-0.27%,0.73%,4.71%,11.77%,--,11.10%
001808,银华互联网主题灵活配置混合,混合型,王浩,1.2042,1.202,1.202,0.18%,6.09%,-6.09%,25.34%,50.63%,53.32%,20.20%
001809,中信建投智信物联网A,混合型,周紫光,1.5196,1.5141,1.5141,0.36%,1.56%,-15.88%,28.86%,64.72%,57.23%,51.41%
001810,中欧潜力价值灵活配置混合A,混合型,曹名长,1.2758,1.262,1.444,1.09%,1.94%,-8.42%,4.21%,6.05%,15.12%,46.20%
001811,中欧明睿新常态混合A,混合型,周应波,1.5205,1.518,1.769,0.17%,3.69%,-7.89%,9.52%,39.00%,80.82%,86.07%
001815,华泰柏瑞激励动力混合A,混合型,徐晓杰,2.1994,2.202,2.267,-0.12%,5.16%,17.31%,36.09%,67.71%,102.99%,130.80%
001816,汇添富新睿精选混合A,混合型,刘伟林,1.1665,1.168,1.223,-0.13%,2.10%,3.64%,4.96%,6.70%,21.62%,22.60%
001817,易方达瑞兴灵活配置混合I,混合型,韩阅川,1.1805,1.18,1.18,0.04%,-0.08%,1.03%,5.36%,13.79%,--,18.00%
001818,易方达瑞兴灵活配置混合E,混合型,韩阅川,1.1743,1.174,1.174,0.02%,-0.09%,0.95%,5.20%,13.65%,--,17.40%
001819,兴全稳益定开债发起式,定开债券,翟秀华,1.1082,1.1081,1.309,0.01%,-0.27%,1.54%,4.22%,6.84%,21.72%,34.20%
001822,华商智能生活灵活配置混合,混合型,高兵,1.3565,1.359,1.359,-0.18%,4.86%,5.02%,38.25%,71.81%,67.16%,35.90%
001823,光大鼎鑫混合C,混合型,詹佳,1.1282,1.126,1.191,0.20%,1.17%,4.45%,9.75%,16.56%,19.62%,19.26%
001824,博时沪港深成长企业,混合型,牟星海,1.2691,1.267,1.267,0.16%,1.93%,-2.39%,7.10%,13.73%,18.08%,26.70%
001825,建信中国制造2025,股票型,孙晟,1.2646,1.2653,1.2653,-0.06%,9.86%,1.25%,22.00%,51.32%,35.59%,26.53%
001827,富国研究优选沪港深混合,混合型,汪孟海,1.474,1.465,1.465,0.62%,3.46%,-1.61%,9.49%,14.90%,28.51%,46.50%
001829,北信瑞丰中国智造,混合型,张伟保,0.9868,0.98,0.98,0.70%,1.55%,-2.49%,6.75%,17.08%,-2.10%,-2.00%
001830,融通跨界成长灵活配置混合,混合型,伍文友,1.8161,1.814,1.814,0.12%,1.80%,0.95%,22.73%,55.04%,76.80%,81.40%
001832,易方达瑞恒灵活配置混合,混合型,萧楠,1.4662,1.458,1.458,0.57%,8.72%,10.12%,13.73%,36.26%,--,45.80%
001834,长盛战略新兴产业混合C,混合型,杨衡,1.1566,1.155,1.155,0.14%,1.32%,-1.70%,10.74%,31.70%,15.50%,15.50%
001835,易方达瑞祥灵活配置混合I,混合型,韩阅川,1.2176,1.217,1.217,0.05%,-0.16%,1.00%,5.37%,13.10%,--,21.70%
001836,易方达瑞祥灵活配置混合E,混合型,韩阅川,1.2166,1.216,1.216,0.05%,-0.16%,0.91%,5.28%,12.91%,--,21.60%
001837,前海开源沪港深蓝筹精选混合,混合型,曲扬,1.2745,1.277,1.438,-0.19%,2.24%,3.40%,12.71%,21.27%,14.52%,46.36%
001838,国投瑞银国家安全混合,混合型,李轩,0.7007,0.7,0.7,0.10%,1.16%,-3.71%,9.20%,4.17%,-11.95%,-30.00%
001839,九泰久兴灵活配置混合,混合型,孟亚强,1.1717,1.171,1.274,0.06%,1.74%,-2.17%,15.71%,28.38%,39.56%,29.23%
001844,九泰久益混合C,混合型,何昕,1.2939,1.283,1.417,0.85%,-1.61%,1.02%,4.65%,9.19%,38.34%,45.12%
001849,前海开源强势共识100强股票,股票型,谢屹,1.2711,1.268,1.268,0.25%,4.53%,-1.09%,13.52%,27.05%,45.25%,26.80%
001850,国泰安益灵活配置混合A,混合型,王琳,1.1839,1.1837,1.2797,0.02%,0.67%,-0.34%,2.95%,14.70%,22.00%,28.43%
001852,融通中国风1号灵活配置混合A/B,混合型,彭炜,2.1285,2.122,2.152,0.31%,5.05%,-2.93%,25.27%,63.61%,102.29%,118.30%
001856,易方达环保主题混合,混合型,祁禾,1.6871,1.683,1.683,0.25%,6.52%,-1.29%,23.12%,42.75%,--,68.30%
001857,易方达现代服务业混合,混合型,萧楠,1.3435,1.338,1.338,0.41%,7.38%,9.14%,10.31%,27.79%,--,33.80%
001858,建信鑫利灵活配置混合,混合型,陶灿,1.1963,1.1925,1.1925,0.32%,3.03%,-6.62%,16.22%,36.74%,16.46%,19.25%
001859,大摩增值18个月开放债券A,定开债券,张雪,1.1252,1.126,1.232,-0.07%,0.27%,1.17%,2.46%,4.55%,17.82%,23.71%
001860,大摩增值18个月开放债券C,定开债券,张雪,1.1052,1.106,1.211,-0.07%,0.18%,1.00%,2.22%,4.14%,16.32%,21.56%
001861,富安达健康人生混合,混合型,李守峰,1.6768,1.6744,1.6744,0.14%,4.19%,9.27%,25.56%,53.04%,70.72%,67.44%
001862,东方红收益增强债券A,债券型,纪文静,1.0979,1.0969,1.2069,0.09%,-0.62%,-2.38%,2.96%,8.82%,19.61%,21.68%
001863,东方红收益增强债券C,债券型,纪文静,1.0799,1.0788,1.1888,0.10%,-0.64%,-2.47%,2.71%,8.32%,18.57%,19.79%
001864,中海魅力长三角混合,混合型,许定晴,1.817,1.821,1.821,-0.22%,4.30%,-1.30%,34.09%,76.28%,76.62%,82.10%
001865,前海开源事件驱动混合C,混合型,王霞,1.7254,1.723,1.723,0.14%,-0.75%,0.06%,21.85%,23.25%,61.33%,72.30%
001866,北信瑞丰新成长,混合型,于军华,1.1642,1.164,1.204,0.02%,1.84%,-1.61%,17.34%,22.14%,17.88%,20.95%
001868,招商产业债券C,债券型,马龙,1.4632,1.463,1.703,0.01%,-0.27%,1.25%,3.54%,6.25%,21.01%,27.55%
001869,招商制造业混合A,混合型,王景,1.6728,1.673,1.793,-0.01%,-1.24%,0.30%,33.09%,58.13%,66.14%,87.34%
001874,前海开源沪港深价值精选混合,混合型,曲扬,1.6524,1.656,1.826,-0.22%,4.55%,10.33%,22.30%,31.85%,76.56%,92.81%
001875,前海开源沪港深优势精选混合,混合型,曲扬,1.927,1.936,2.336,-0.47%,6.14%,10.00%,30.02%,53.41%,113.13%,169.82%
